"member_id","year","name","total_assets","total_debt","net_worth","real_estate","building","land","deposits","stocks","n_properties","has_seoul_property","has_gangnam_property"
"39P2522W",2016,"민병두",1103995,22470,1081525,609196,609196,0,344554,0,3,TRUE,FALSE
"39P2522W",2017,"민병두",1395326,34200,1361126,754000,754000,0,426299,0,4,TRUE,FALSE
"39P2522W",2018,"민병두",1549183,30000,1519183,780000,780000,0,426616,0,4,TRUE,FALSE
"39P2522W",2019,"민병두",1769127,53447,1715680,615111,615111,0,900289,0,6,TRUE,FALSE
"3BC6890E",2020,"김미애",3362748,974383,2388365,1243741,1243741,0,1958286,9668,7,TRUE,FALSE
"3BC6890E",2021,"김미애",3436198,966990,2469208,1794015,1794015,0,1464238,12035,5,TRUE,FALSE
"3BC6890E",2022,"김미애",2982953,351597,2631356,1864534,1864534,0,883635,32188,4,TRUE,FALSE
"3BC6890E",2023,"김미애",2892598,329406,2563192,1787788,1787788,0,924687,61039,5,TRUE,FALSE
"3BC6890E",2024,"김미애",2940094,363670,2576424,1702281,1702281,0,900901,75772,6,TRUE,FALSE
"3C23171A",2015,"진성준",867253,512499,354754,734000,734000,0,81918,0,6,TRUE,FALSE
"3C23171A",2020,"진성준",1088011,359450,728561,875100,875100,0,112445,0,4,TRUE,FALSE
"3C23171A",2021,"진성준",1076129,359730,716399,921100,921100,0,123102,27406,4,TRUE,FALSE
"3C23171A",2022,"진성준",1293918,380190,913728,1044800,1044800,0,201834,11115,4,TRUE,FALSE
"3C23171A",2023,"진성준",1285147,380748,904399,953600,953600,0,263802,13173,4,TRUE,FALSE
"3C23171A",2024,"진성준",1462392,348366,1114026,1259300,1259300,0,121936,12181,6,TRUE,FALSE
"3CC88975",2024,"김기표",8406580,5438733,2967847,8145051,8096200,48851,77263,19236,8,TRUE,FALSE
"3DK8989T",2020,"최춘식",1276103,334840,941263,949230,717793,231437,305570,0,6,TRUE,TRUE
"3DK8989T",2021,"최춘식",1774688,757100,1017588,1087754,844145,243609,597558,30651,5,TRUE,TRUE
"3DK8989T",2022,"최춘식",1937005,705145,1231860,1240870,980994,259876,653762,23733,5,TRUE,TRUE
"3DK8989T",2023,"최춘식",1360166,324000,1036166,950244,725446,224798,404336,0,6,TRUE,TRUE
"3EF4589Q",2015,"문정림",7471080,1459008,6012072,4856836,4819541,37295,1010629,1166165,5,TRUE,FALSE
"3LP22204",2024,"이재강",614841,300002,314839,497000,497000,0,93976,0,4,FALSE,FALSE
"3MR75193",2015,"강은희",2143968,296150,1847818,575100,575100,0,581007,934875,5,TRUE,FALSE
"3NI5978A",2024,"조지연",702407,490916,211491,647000,647000,0,42755,0,3,TRUE,FALSE
"3NM5411H",2016,"김광수",348119,87083,261036,150507,121000,29507,82145,0,3,TRUE,FALSE
"3NM5411H",2017,"김광수",316300,42083,274217,144180,115000,29180,109054,0,3,TRUE,FALSE
"3NM5411H",2018,"김광수",355574,3349,352225,145179,115000,30179,124332,0,3,TRUE,FALSE
"3NM5411H",2019,"김광수",382884,0,382884,166580,135000,31580,171286,0,3,TRUE,FALSE
"3O66539X",2015,"김성곤",1447506,598100,849406,605935,605935,0,337744,0,5,TRUE,FALSE
"3OQ8273H",2024,"양문석",3573496,453370,3120126,3125000,3125000,0,308079,0,4,TRUE,TRUE
"3RW63706",2020,"이주환",12801716,885666,11916050,3942258,2659838,1282420,843241,7938583,6,TRUE,FALSE
"3RW63706",2021,"이주환",9614088,805182,8808906,4454758,3030655,1424103,711127,4376811,5,TRUE,FALSE
"3RW63706",2022,"이주환",6474962,757788,5717174,5034949,3383119,1651830,734821,601372,5,TRUE,FALSE
"3RW63706",2023,"이주환",26883451,1002510,25880941,4354438,2764079,1590359,737295,21688807,5,TRUE,FALSE
"3SP89633",2015,"천정배",1140562,290000,850562,373441,373441,0,456681,0,5,TRUE,TRUE
"3SP89633",2016,"천정배",1055522,283000,772522,379455,379455,0,373907,0,6,TRUE,TRUE
"3SP89633",2017,"천정배",1304741,473000,831741,1087915,1087915,0,158196,0,5,TRUE,TRUE
"3SP89633",2018,"천정배",1267338,432683,834655,1106697,1106697,0,106091,0,5,TRUE,TRUE
"3SP89633",2019,"천정배",1287182,287940,999242,1111582,1111582,0,123760,0,6,TRUE,TRUE
"3TO11703",2020,"권인숙",2085758,0,2085758,580000,580000,0,1257373,15104,1,TRUE,FALSE
"3TO11703",2021,"권인숙",2213756,0,2213756,580000,580000,0,1336430,17483,1,TRUE,FALSE
"3TO11703",2022,"권인숙",2378248,0,2378248,580000,580000,0,1389701,12665,1,TRUE,FALSE
"3TO11703",2023,"권인숙",2579069,680000,1899069,950000,950000,0,1336961,12559,2,TRUE,FALSE
"3TP65086",2016,"윤종오",382336,53390,328946,229168,227654,1514,55840,2920,3,FALSE,FALSE
"3TP65086",2024,"윤종오",659029,153635,505394,384784,374784,10000,130665,14874,5,FALSE,FALSE
"3UI95829",2024,"김우영",535342,178400,356942,350000,350000,0,119278,0,1,TRUE,FALSE
"3ZP1685J",2015,"박기춘",2700343,818884,1881459,2209761,1639410,570351,376703,0,10,FALSE,FALSE
"3ZR4438W",2015,"이인영",736607,0,736607,469000,469000,0,169456,0,4,TRUE,FALSE
"3ZR4438W",2016,"이인영",876016,50000,826016,650000,650000,0,117626,0,7,TRUE,FALSE
"3ZR4438W",2017,"이인영",945963,2e+05,745963,650000,650000,0,255015,0,6,TRUE,FALSE
"3ZR4438W",2018,"이인영",1103752,2e+05,903752,667000,667000,0,283664,0,4,TRUE,FALSE
"3ZR4438W",2019,"이인영",1039391,30000,1009391,398000,398000,0,466828,0,5,TRUE,FALSE
"3ZR4438W",2022,"이인영",1449702,30000,1419702,587000,587000,0,646375,125,5,TRUE,FALSE
"3ZR4438W",2023,"이인영",1387878,30000,1357878,529000,529000,0,665905,35,4,TRUE,FALSE
"3ZR4438W",2024,"이인영",1330271,0,1330271,464000,464000,0,708239,102,5,TRUE,FALSE
"4019850M",2016,"박정",43020123,20027140,22992983,32463853,32451897,11956,6120166,2217170,4,TRUE,FALSE
"4019850M",2017,"박정",45831599,19317088,26514511,34230054,34218098,11956,5897659,3067170,4,TRUE,TRUE
"4019850M",2018,"박정",45635990,16852140,28783850,35215031,35203002,12029,4692858,3067170,5,TRUE,TRUE
"4019850M",2019,"박정",47557510,16146653,31410857,35161919,35149646,12273,6388144,3067170,4,TRUE,TRUE
"4019850M",2020,"박정",61160141,15848653,45311488,39164060,39151507,12553,5742566,14123924,7,TRUE,TRUE
"4019850M",2021,"박정",60535311,14720485,45814826,40428414,40415190,13224,6498283,13554800,4,TRUE,TRUE
"4019850M",2022,"박정",63876993,13278485,50598508,42900041,42886438,13603,5456525,15495008,4,TRUE,TRUE
"4019850M",2023,"박정",44954758,10904401,34050357,39853164,39840391,12773,4632982,419352,4,TRUE,TRUE
"4019850M",2024,"박정",46152390,10116676,36035714,38252303,38239445,12858,7797473,1250,4,TRUE,TRUE
"40E3739H",2020,"윤창현",2199391,919959,1279432,1506000,1506000,0,673609,1082,2,TRUE,TRUE
"40E3739H",2021,"윤창현",2694977,1203958,1491019,1947880,1947880,0,717376,13291,3,TRUE,TRUE
"40E3739H",2022,"윤창현",2880076,1216980,1663096,2080320,2080320,0,637422,13964,4,TRUE,TRUE
"40E3739H",2023,"윤창현",3128388,1381471,1746917,2225200,2225200,0,717247,52599,8,TRUE,TRUE
"40S1959J",2020,"박영순",648548,132000,516548,427960,3e+05,127960,203162,152,2,TRUE,FALSE
"40S1959J",2021,"박영순",788814,153102,635712,480755,3e+05,180755,260943,1111,2,TRUE,FALSE
"40S1959J",2022,"박영순",839945,84358,755587,615774,431000,184774,175353,64,4,TRUE,FALSE
"40S1959J",2023,"박영순",808368,39143,769225,623774,439000,184774,164273,78,4,TRUE,FALSE
"42K7317Y",2024,"강승규",2073250,65562,2007688,1813109,1800493,12616,126456,11286,4,TRUE,TRUE
"43Q3892U",2024,"박희승",3689532,548128,3141404,2209263,2134600,74663,1090594,24730,3,TRUE,FALSE
"4A067125",2020,"이광재",3498986,1007258,2491728,2173790,2107636,66154,1017745,26134,6,TRUE,FALSE
"4A067125",2021,"이광재",3415308,1096828,2318480,2339800,2267440,72360,937101,28978,7,TRUE,FALSE
"4A067125",2022,"이광재",3504719,1290640,2214079,2308445,2228590,79855,1104894,0,6,TRUE,FALSE
"4CH4157I",2015,"송영근",615951,8662,607289,316707,153000,163707,176998,0,1,FALSE,FALSE
"4L695580",2020,"김원이",1243075,237429,1005646,896500,896500,0,262026,0,6,FALSE,FALSE
"4L695580",2021,"김원이",1327640,37080,1290560,611100,611100,0,653621,0,6,FALSE,FALSE
"4L695580",2022,"김원이",1611522,33100,1578422,788300,788300,0,487036,110000,6,FALSE,FALSE
"4L695580",2023,"김원이",1440020,29140,1410880,678600,678600,0,508237,124993,7,FALSE,FALSE
"4L695580",2024,"김원이",1528500,25180,1503320,649730,649730,0,616529,117067,7,FALSE,FALSE
"4T026790",2020,"임오경",1349730,92000,1257730,998050,804620,193430,271079,0,7,TRUE,TRUE
"4T026790",2021,"임오경",767160,0,767160,530000,530000,0,134678,0,2,FALSE,FALSE
"4T026790",2022,"임오경",1275275,3e+05,975275,1010000,1010000,0,105012,0,3,FALSE,FALSE
"4T026790",2023,"임오경",1256217,3e+05,956217,1010000,1010000,0,151565,0,2,FALSE,FALSE
"4T026790",2024,"임오경",1183058,80000,1103058,860000,860000,0,143661,0,2,FALSE,FALSE
"4U29186R",2020,"문진석",2763650,310000,2453650,1690326,1556290,134036,945895,70523,8,FALSE,FALSE
"4U29186R",2021,"문진석",2694735,330000,2364735,1523487,1502690,20797,1051782,91904,8,TRUE,FALSE
"4U29186R",2022,"문진석",2781291,408000,2373291,1493487,1472690,20797,946050,209145,7,TRUE,FALSE
"4U29186R",2023,"문진석",8198251,408000,7790251,1493487,1472690,20797,1041036,5540382,5,FALSE,FALSE
"4U29186R",2024,"문진석",2700886,3e+05,2400886,1493487,1472690,20797,826647,205743,5,FALSE,FALSE
"4X525582",2020,"배현진",416762,193495,223267,175683,175683,0,136574,0,4,TRUE,TRUE
"4X525582",2021,"배현진",528462,186278,342184,200473,200473,0,173187,0,5,TRUE,TRUE
"4X525582",2022,"배현진",523209,155000,368209,160400,160400,0,129952,0,3,TRUE,TRUE
"4X525582",2023,"배현진",517248,110000,407248,159900,159900,0,130769,0,3,TRUE,TRUE
"4X525582",2024,"배현진",661575,0,661575,44400,44400,0,277537,0,3,TRUE,TRUE
"4XG1439M",2020,"고영인",563442,271000,292442,338300,338300,0,148923,9687,6,TRUE,FALSE
"4XG1439M",2021,"고영인",758111,456017,302094,498300,498300,0,141977,67197,5,TRUE,TRUE
"4XG1439M",2022,"고영인",706694,268701,437993,385379,385379,0,136649,74352,6,TRUE,TRUE
"4XG1439M",2023,"고영인",679153,234052,445101,491139,491139,0,114857,2844,6,TRUE,FALSE
"4Y54669I",2015,"서청원",602421,82021,520400,371665,367800,3865,230756,0,2,TRUE,FALSE
"4Y54669I",2016,"서청원",564198,70160,494038,340329,337000,3329,223793,0,3,TRUE,FALSE
"4Y54669I",2017,"서청원",530795,126355,404440,355220,352000,3220,175499,0,2,TRUE,FALSE
"4Y54669I",2018,"서청원",533521,195532,337989,379422,376000,3422,153590,0,3,TRUE,FALSE
"4Y54669I",2019,"서청원",642366,420820,221546,492156,468000,24156,147908,0,2,TRUE,FALSE
"51A45980",2024,"서미화",1807204,81627,1725577,678954,229500,449454,957780,87652,3,TRUE,FALSE
"52P3934K",2020,"김희곤",1514720,559684,955036,1278485,1246000,32485,186163,13247,4,TRUE,FALSE
"52P3934K",2021,"김희곤",2041144,547821,1493323,1636076,1601000,35076,331208,33823,4,TRUE,FALSE
"52P3934K",2022,"김희곤",2333520,553009,1780511,1858112,1821000,37112,377012,20312,3,TRUE,FALSE
"52P3934K",2023,"김희곤",2504065,786771,1717294,1920169,1885000,35169,501552,23542,4,TRUE,FALSE
"53Y1887H",2015,"최규성",1661522,550000,1111522,1013340,1013340,0,292378,0,4,TRUE,FALSE
"54Q4619H",2015,"박윤옥",447214,121324,325890,130000,130000,0,47266,0,4,TRUE,FALSE
"5762459L",2024,"이정헌",1842483,477800,1364683,1043000,1043000,0,602062,6218,5,TRUE,FALSE
"5765663F",2016,"김영진",584318,0,584318,294000,294000,0,237146,0,2,FALSE,FALSE
"5765663F",2017,"김영진",781942,0,781942,296000,296000,0,240284,0,2,FALSE,FALSE
"5765663F",2018,"김영진",945274,31477,913797,297000,297000,0,281215,0,2,FALSE,FALSE
"5765663F",2019,"김영진",1019418,24215,995203,304000,304000,0,345393,0,2,FALSE,FALSE
"5765663F",2020,"김영진",1072888,18304,1054584,363400,363400,0,352220,0,3,FALSE,FALSE
"5765663F",2021,"김영진",1117926,14643,1103283,371200,371200,0,408155,0,2,FALSE,FALSE
"5765663F",2022,"김영진",1140836,0,1140836,376900,376900,0,434634,0,2,FALSE,FALSE
"5765663F",2023,"김영진",1110334,0,1110334,384800,384800,0,432138,72724,3,FALSE,FALSE
"5765663F",2024,"김영진",1182853,0,1182853,456700,456700,0,561874,2153,4,TRUE,FALSE
"57B28032",2024,"김재섭",578967,62634,516333,314170,314170,0,124329,29415,2,TRUE,FALSE
"5CO4531H",2015,"유은혜",501976,267994,233982,194000,194000,0,81985,0,2,FALSE,FALSE
"5CO4531H",2016,"유은혜",495104,274312,220792,204866,204866,0,107535,0,3,FALSE,FALSE
"5CO4531H",2017,"유은혜",597644,270839,326805,216866,216866,0,133971,0,2,FALSE,FALSE
"5DR6334X",2018,"윤일규",2634836,1648467,986369,2160343,1659240,501103,342689,0,5,FALSE,FALSE
"5DR6334X",2019,"윤일규",2676800,1710318,966482,2241427,1733080,508347,241743,69000,5,FALSE,FALSE
"5HG31863",2016,"지상욱",5910286,326229,5584057,3228000,3228000,0,2123438,0,3,TRUE,TRUE
"5HG31863",2017,"지상욱",6047158,311751,5735407,3500000,3500000,0,2019326,0,3,TRUE,TRUE
"5HG31863",2018,"지상욱",6466463,940000,5526463,4136000,4136000,0,1985193,0,3,TRUE,TRUE
"5HG31863",2019,"지상욱",6960601,1900000,5060601,4136000,4136000,0,2501414,0,3,TRUE,TRUE
"5JA4781U",2015,"김영록",2300481,1080000,1220481,1835386,1823240,12146,339340,0,6,TRUE,FALSE
"5K343700",2016,"김수민",36960,900,36060,20000,20000,0,9491,0,1,TRUE,FALSE
"5K343700",2017,"김수민",202377,170900,31477,180000,180000,0,16077,0,2,TRUE,FALSE
"5K343700",2018,"김수민",252252,178657,73595,180000,180000,0,16045,20000,1,TRUE,FALSE
"5K343700",2019,"김수민",84463,120000,-35537,0,0,0,34107,20000,1,TRUE,FALSE
"5K93695T",2020,"김승수",1689897,87571,1602326,663225,610990,52235,807783,0,6,FALSE,FALSE
"5K93695T",2021,"김승수",1701897,69953,1631944,771805,713334,58471,639685,0,6,FALSE,FALSE
"5K93695T",2022,"김승수",2171200,54120,2117080,1031431,968334,63097,732972,0,7,FALSE,FALSE
"5K93695T",2023,"김승수",2015826,41613,1974213,890452,877000,13452,678372,1,4,FALSE,FALSE
"5K93695T",2024,"김승수",2164221,27422,2136799,926300,867000,59300,756165,2,4,FALSE,FALSE
"5KV82250",2015,"조경태",989028,211502,777526,570000,570000,0,398046,0,3,TRUE,FALSE
"5KV82250",2016,"조경태",1007595,171440,836155,570000,570000,0,437595,0,3,TRUE,FALSE
"5KV82250",2017,"조경태",1130628,139200,991428,570000,570000,0,477341,0,3,TRUE,FALSE
"5KV82250",2018,"조경태",1170864,94830,1076034,570000,570000,0,522550,0,4,TRUE,FALSE
"5KV82250",2019,"조경태",1265589,45560,1220029,615000,615000,0,559661,0,3,TRUE,FALSE
"5KV82250",2020,"조경태",1414256,900,1413356,662000,662000,0,599240,0,3,TRUE,FALSE
"5KV82250",2021,"조경태",1521386,780,1520606,816576,816576,0,664457,0,4,TRUE,FALSE
"5KV82250",2022,"조경태",2008810,284000,1724810,1227000,1227000,0,750181,0,5,TRUE,FALSE
"5KV82250",2023,"조경태",1889099,256000,1633099,1058100,1058100,0,820654,0,5,TRUE,FALSE
"5KV82250",2024,"조경태",2051750,247000,1804750,1130800,1130800,0,854484,0,5,TRUE,FALSE
"5KV96424",2020,"강준현",1231920,150000,1081920,847729,368752,478977,268220,1957,7,TRUE,FALSE
"5KV96424",2021,"강준현",1649666,150000,1499666,1195269,477752,717517,332719,939,6,TRUE,FALSE
"5KV96424",2022,"강준현",1799779,150000,1649779,1284380,496752,787628,398183,663,6,TRUE,FALSE
"5KV96424",2023,"강준현",1709356,150000,1559356,1220103,470752,749351,428621,0,6,TRUE,TRUE
"5KV96424",2024,"강준현",1757569,120000,1637569,1234221,472836,761385,416296,0,7,FALSE,FALSE
"5MD4184K",2020,"홍기원",2099107,1e+05,1999107,1572000,1562000,10000,392496,18141,4,TRUE,FALSE
"5MD4184K",2021,"홍기원",2410933,1e+05,2310933,1890525,1883500,7025,391092,17511,5,TRUE,FALSE
"5MD4184K",2022,"홍기원",2801167,160000,2641167,2244090,2236500,7590,422159,7032,5,TRUE,FALSE
"5MD4184K",2023,"홍기원",2772727,162159,2610568,2161493,2154500,6993,480500,11092,5,TRUE,FALSE
"5MD4184K",2024,"홍기원",2607094,1e+05,2507094,2019354,2012500,6854,468717,28976,4,TRUE,FALSE
"5N65159P",2024,"김윤",3721309,26364,3694945,2296508,2296508,0,929149,362892,2,TRUE,TRUE
"5TQ6306B",2015,"박수현",272222,108722,163500,0,0,0,186461,0,0,FALSE,FALSE
"5TQ6306B",2024,"박수현",397311,0,397311,280000,280000,0,87602,0,3,FALSE,FALSE
"5UN9725L",2020,"이용",1829554,304797,1524757,1395100,1395100,0,285041,0,4,FALSE,FALSE
"5UN9725L",2021,"이용",1745080,272834,1472246,1388600,1388600,0,231542,0,3,FALSE,FALSE
"5UN9725L",2022,"이용",1797065,265618,1531447,1391100,1391100,0,265522,0,3,FALSE,FALSE
"5UN9725L",2023,"이용",2112006,812248,1299758,1775200,1775200,0,218822,0,6,TRUE,TRUE
"5Z47834I",2015,"김제식",2983109,550000,2433109,2446550,2108000,338550,522249,0,9,TRUE,TRUE
"60490713",2016,"강병원",786372,31611,754761,410000,410000,0,113793,0,4,TRUE,FALSE
"60490713",2017,"강병원",911174,22899,888275,440000,440000,0,93206,0,2,TRUE,FALSE
"60490713",2018,"강병원",1183790,194040,989750,680000,680000,0,99455,0,4,TRUE,FALSE
"60490713",2019,"강병원",942332,11980,930352,680000,680000,0,116875,0,3,TRUE,FALSE
"60490713",2020,"강병원",913536,0,913536,680000,680000,0,159967,0,3,TRUE,FALSE
"60490713",2021,"강병원",912112,0,912112,680000,680000,0,177111,31508,3,TRUE,FALSE
"60490713",2022,"강병원",995387,0,995387,711000,711000,0,195616,38494,3,TRUE,FALSE
"60490713",2023,"강병원",1063983,0,1063983,680000,680000,0,293469,26690,3,TRUE,FALSE
"6399076T",2020,"김민철",690694,61833,628861,217662,202000,15662,164708,187977,2,FALSE,FALSE
"6399076T",2021,"김민철",741281,47833,693448,267127,250000,17127,150490,198723,2,FALSE,FALSE
"6399076T",2022,"김민철",826255,0,826255,408272,390000,18272,195151,74489,2,FALSE,FALSE
"6399076T",2023,"김민철",748826,0,748826,326935,310000,16935,264543,8702,2,FALSE,FALSE
"64G6894C",2015,"김정훈",3245609,9172,3236437,2250000,2250000,0,957874,20412,8,TRUE,TRUE
"64G6894C",2016,"김정훈",3124180,228269,2895911,1941000,1941000,0,1027398,26849,6,TRUE,TRUE
"64G6894C",2017,"김정훈",3276083,213853,3062230,2099000,2099000,0,1120955,42195,6,TRUE,TRUE
"64G6894C",2018,"김정훈",3644815,219174,3425641,2256000,2256000,0,1153030,223701,6,TRUE,TRUE
"64G6894C",2019,"김정훈",4029356,201505,3827851,2498000,2498000,0,1489441,31291,6,TRUE,TRUE
"66W6739S",2020,"허은아",3906950,583961,3322989,2568362,2565889,2473,723666,567745,5,TRUE,FALSE
"66W6739S",2021,"허은아",4508142,538503,3969639,2894551,2891989,2562,905407,655757,5,TRUE,FALSE
"66W6739S",2022,"허은아",4588982,291780,4297202,3192429,3189889,2540,728701,598121,8,TRUE,FALSE
"68P7228G",2015,"진선미",424209,1842230,-1418021,250000,250000,0,75555,64607,4,TRUE,TRUE
"68P7228G",2016,"진선미",385855,1813508,-1427653,250000,250000,0,40117,75780,2,TRUE,FALSE
"68P7228G",2017,"진선미",501205,1798198,-1296993,250000,250000,0,42326,78025,2,TRUE,FALSE
"68P7228G",2019,"진선미",664394,1809960,-1145566,350000,350000,0,165476,38918,3,TRUE,FALSE
"68P7228G",2020,"진선미",819068,1847620,-1028552,350000,350000,0,84272,32084,2,TRUE,FALSE
"68P7228G",2021,"진선미",774960,1761260,-986300,3e+05,3e+05,0,146140,16318,3,TRUE,FALSE
"68P7228G",2022,"진선미",830161,1764467,-934306,3e+05,3e+05,0,81764,9312,2,TRUE,FALSE
"68P7228G",2023,"진선미",857454,1752054,-894600,3e+05,3e+05,0,85756,10647,2,TRUE,FALSE
"68P7228G",2024,"진선미",861293,1721977,-860684,3e+05,3e+05,0,92271,11306,2,TRUE,FALSE
"6AR6743G",2015,"김희국",1824376,9401,1814975,7e+05,7e+05,0,1001005,4995,3,TRUE,TRUE
"6AR6743G",2020,"김희국",3061135,33240,3027895,1797000,1797000,0,1028753,210878,5,TRUE,TRUE
"6AR6743G",2021,"김희국",3509909,24658,3485251,2077000,2077000,0,316412,665283,5,TRUE,TRUE
"6AR6743G",2022,"김희국",3640747,15194,3625553,2338000,2338000,0,708609,513421,4,TRUE,TRUE
"6AR6743G",2023,"김희국",4034093,204753,3829340,3338000,3338000,0,227589,446434,5,TRUE,TRUE
"6AU2417B",2016,"박주민",890953,180819,710134,622000,622000,0,168644,309,3,TRUE,FALSE
"6AU2417B",2017,"박주민",1022527,172773,849754,642000,642000,0,280134,393,3,TRUE,FALSE
"6AU2417B",2018,"박주민",1376789,336144,1040645,726000,726000,0,650427,362,4,TRUE,FALSE
"6AU2417B",2019,"박주민",1499624,371148,1128476,1110000,1110000,0,382871,333,4,TRUE,FALSE
"6AU2417B",2020,"박주민",1308004,163321,1144683,1197000,1197000,0,105750,324,3,TRUE,FALSE
"6AU2417B",2021,"박주민",1796312,370753,1425559,1698000,1698000,0,93263,349,3,TRUE,FALSE
"6AU2417B",2022,"박주민",1911001,384690,1526311,1802000,1802000,0,104479,272,4,TRUE,FALSE
"6AU2417B",2023,"박주민",1703093,379902,1323191,1629000,1629000,0,70283,310,4,TRUE,FALSE
"6AU2417B",2024,"박주민",2191946,189324,2002622,1440000,1440000,0,748577,409,6,TRUE,FALSE
"6DG91769",2015,"원혜영",1454995,840000,614995,678684,245000,433684,332182,23800,3,FALSE,FALSE
"6DG91769",2016,"원혜영",1502009,660000,842009,693443,247000,446443,320176,132800,2,FALSE,FALSE
"6DG91769",2017,"원혜영",1454555,310000,1144555,706430,249000,457430,266689,312400,3,FALSE,FALSE
"6DG91769",2018,"원혜영",1322079,312957,1009122,615439,182000,433439,252592,240360,2,FALSE,FALSE
"6DG91769",2019,"원혜영",1496960,299336,1197624,656941,219000,437941,309563,305654,1,FALSE,FALSE
"6EN68926",2018,"송언석",6394722,1450000,4944722,3964166,3782675,181491,2359924,21033,10,TRUE,TRUE
"6EN68926",2019,"송언석",6751083,1450000,5301083,4142840,3955546,187294,2555805,18649,7,TRUE,TRUE
"6EN68926",2020,"송언석",6886536,1482173,5404363,4391683,4207387,184296,1959425,12007,7,TRUE,TRUE
"6EN68926",2021,"송언석",6132032,308383,5823649,4726947,4524694,202253,1299677,14175,6,TRUE,TRUE
